LZ,time,user_name,response
 ,2017-11-05,肉肉wwm,666
 ,2017-11-05,微微伴你前行,给力
 ,2017-11-05,mendezW,出门要私人飞机#吴亦凡1106生日快乐#
 ,2017-11-05,误入凡间1121,哇欧
 ,2017-11-05,Orange-赵小花,哇塞
 ,2017-11-05,木子的歪歪,哦吼，棒哦
 ,2017-11-05,爱牙口畏,""","
 ,2017-11-05,木木兮兮NIIIII,吴亦凡
 ,2017-11-05,牛奶糖盒子,#吴亦凡11.06生日快乐# 今天期待你的生日会哦，一切顺利！
 ,2017-11-05,澈静明通,好可爱
 ,2017-11-05,galaxy薯条,6666
 ,2017-11-05,烟熏土豆_,#吴亦凡1106生日快乐# 哈哈哈 好有爱啊
 ,2017-11-05,gulula_baby,厉害了
 ,2017-11-05,飞钟爱一生,这个牛大了！必须注册会员了！
 ,2017-11-05,孤的万丈气质,为了吴亦凡不卸爱奇艺，还开了会员
 ,2017-11-05,小浮夸的布偶,帅
 ,2017-11-05,sammi杨扬,这个厉害包机
 ,2017-11-05,一生有你何不欢,好6啊
 ,2017-11-05,四次元脱线小王子,哇了好可爱啊
 ,2017-11-05,你眼里还有小星星吗,超级讨厌春秋航空啊
 ,2017-11-05,香干凡五花,啊啊啊啊啊
 ,2017-11-05,Nakajima_yuto,哇~~~~
 ,2017-11-05,23333凡凡,哟哟
 ,2017-11-05,吴亦凡图片视频,#吴亦凡1106生日快乐#
 ,2017-11-05,随便起名字666,粗门要私人飞机棒棒
 ,2017-11-05,漫妮的小天地,厉害了啊，爱奇艺
 ,2017-11-05,八月芃芃兔,转发微博
 ,2017-11-05,aKk哦,#吴亦凡1106生日快乐# 包机去深圳看凡哥生日会。
 ,2017-11-05,LIMENGYU_W,6666
 ,2017-11-05,温暖如亦凡,6666666
 ,2017-11-05,全网影视vip一年30左右,回复@Mr_galaxy:全网影视会员一年38，七网平台任意看
 ,2017-11-05,熊熊梦语,爱奇艺厉害了
 ,2017-11-05,看到尽头以前就一起走吧,""","
 ,2017-11-05,臻惜妮,#吴亦凡1106生日快乐# #首席会员非凡体验官# 出发
 ,2017-11-05,就是一五三的好青年,#吴亦凡1106生日快乐# 又酷又可爱的行李牌爱奇艺给力
 ,2017-11-05,_kristy嘟嘟嘟_,厉害了我的爱奇艺
 ,2017-11-05,所有haters磕头,粗门坐玩具飞机吗哈哈哈哈这么可爱的画风
 ,2017-11-05,Mr_凡啾啾,#吴亦凡1106生日快乐# #吴亦凡# 厉害了，好棒啊
 ,2017-11-05,allaboutyou11,真的太6了
 ,2017-11-05,谭小飞的法拉利恩佐,转发微博
 ,2017-11-05,唯爱凡凡3344,厉害
 ,2017-11-05,也许童言无忌,我是爱奇艺ⅤⅠP会员我骄傲#吴亦凡#
 ,2017-11-05,嘿栾栾栾栾栾栾,太6了
 ,2017-11-05,JJJ_wei,酷
 ,2017-11-05,不爱吃鱼的galaxy,#吴亦凡1106生日快乐# 哇喔!酷哦！
 ,2017-11-05,Ujo_Atropos,最后那个太可爱了吧
 ,2017-11-05,-坂井泉水-,超棒
 ,2017-11-05,芒果味的鲵精,可爱
 ,2017-11-05,梅格妮爱鲜果15219499452,#吴亦凡# #吴亦凡生日会# #吴亦凡deserve# 哇，厉害了，爱奇艺重视吴亦凡这样的人才，Kris Wu You deserve best！不知哪些妮妮\/曼曼们才能有这么好的运气和礼遇，可以有机会和凡凡同行!!!
 ,2017-11-05,我大凡凡,爱奇艺太给力了
 ,2017-11-05,我大凡凡,哇哇哇，真是6到飞起。出门要坐私人飞机！凡凡的私人飞机
 ,2017-11-05,专杀土ji,#吴亦凡#
 ,2017-11-05,煎蛋超人溜,出门要私人飞机#吴亦凡1106生日快乐#
 ,2017-11-05,爱笑小平,今天你去现场吗？
 ,2017-11-05,Urmyrainbow,哇！！！
 ,2017-11-05,我现在没有喜欢的人,可以可以
 ,2017-11-05,我是懒羊羊啊11,666
 ,2017-11-05,Fighting女孩本尊,牛
 ,2017-11-05,-嫣末夕,6666
 ,2017-11-05,voler1990,厉害了
 ,2017-11-05,galaxy_chao,很棒
 ,2017-11-05,用户5563096105,第一
 ,2017-11-05,Sherry爱吃梨,#吴亦凡1106生日快乐# 小爱这个厉害了啊，我是会员我骄傲
 ,2017-11-05,亦锦YF,出门坐凡凡的私人“专机”，666666#吴亦凡1106生日快乐#
 ,2017-11-05,Libra田,哇哦，这一波真是66666到飞起
 ,2017-11-05,大声讲话,#吴亦凡1106生日快乐# 哇塞厉害了
 ,2017-11-05,MeiGN_qing晴,#吴亦凡1106生日快乐#我粗门要做私人飞机
 ,2017-11-05,fanfansone_tt,#吴亦凡# #吴亦凡1106生日快乐# 
 ,2017-11-05,fanfan天神亦凡人yayaya,#吴亦凡1106生日快乐# 哇哇，这个简直666
 ,2017-11-05,miyako果冻,哇，我出门要坐私人飞机#吴亦凡1106生日快乐#
 ,2017-11-05,泰勒斯的大红唇,给力！！！
 ,2017-11-05,国际搞事情团队,这一波6了
 ,2017-11-05,giliq,好棒
 ,2017-11-05,一只小sail,爱奇艺太棒了#吴亦凡1106生日快乐#
 ,2017-11-05,林5Lin,爱奇艺给力#吴亦凡1106生日快乐#
 ,2017-11-05,吴凡凡931106,#吴亦凡1106生日快乐# #吴亦凡#
 ,2017-11-05,omelettetse,#吴亦凡# #吴亦凡1106生日快乐# 好6啊！！！！！@Mr_凡先生
 ,2017-11-05,許我一世Sunshine,#吴亦凡#  #吴亦凡1106生日快乐#  #首席会员非凡体验官#   厉害了@Mr_凡先生
 ,2017-11-05,夏洛特的回声,666
 ,2017-11-05,生命因你而精彩2725,棒棒哒
 ,2017-11-05,天神酱,太可爱啦啊啊啊
 ,2017-11-05,凌度空间凌度亲密,太有心了吧 羡慕羡慕再加一点小嫉妒，靠 老子嫉妒死了！#吴亦凡1106生日快乐#
 ,2017-11-05,Mr_galaxy,感谢爱奇艺vip会员，祝生日会圆满顺利，大家玩的开心
 ,2017-11-05,Kris-llo6,真棒啊
 ,2017-11-05,sendlyd,#奇迹的诞生日# #吴亦凡1106生日快乐# 爱奇艺真是很玛丽苏了#奇迹的诞生日# 这话题我粉丝都觉得羞耻
"春航带你去长隆，长隆水上有嘻哈
十一黄金周，中国嘻哈5位人气Rapper，开启全新水上嘻哈风！关注@春秋航空 @广州长隆水上乐园，带话题#水上有嘻哈#转发本条微博并@ 至少1位好友，9月28抽15位粉丝送长隆水上乐园门票（每人2张）！乘坐春航去长隆，玩水听嘻哈，国庆躁起来！ ",2017-10-13,B_kaaaa,求抽中
 ,2017-10-13,B_kaaaa,""","
 ,2017-09-28,坤轩w,#水上有嘻哈# @小小小佛爷-  求抽中
 ,2017-09-28,王者小肥猪,@DM48-歪雅 @zzzzz-666 #水上有嘻哈#
 ,2017-09-28,小小小佛爷-,@佟大欣  #水上有嘻哈# 走起
 ,2017-09-28,李喵喵星人,#水上有嘻哈# 门票呀 抽我抽我@吴易琪
 ,2017-09-28,兜兜oye,#水上有嘻哈#这个好呀@别了我的亲
 ,2017-09-28,李喵喵星人,#水上有嘻哈# @吴易琪  约起来 长隆水上乐园@春秋航空
 ,2017-09-28,大黑的微笑,#水上有嘻哈#十一好去处@二月小舟
 ,2017-09-28,熹微lu,#水上有嘻哈# @Papi酱和霉霉的资深小迷妹  抽我啊，车票买好，就差门票了
 ,2017-09-28,Uranuspices,#水上有嘻哈# 春航带你去长隆，必须支持希望抽到我 @银月幽若
 ,2017-09-27,啦啦啦de小天地,#水上有嘻哈#乘坐春航去长隆，玩水听嘻哈，国庆躁起来！@柠檬薄壳 @木有RP滴巨蟹座 @Q情绪怪
 ,2017-09-24,安拉苏苏,#水上有嘻哈#长隆水上乐园好期待@文小霞520
 ,2017-09-28,王者小肥猪,@DM48-歪雅 @zzzzz-666 #水上有嘻哈#
 ,2017-09-28,李喵喵星人,#水上有嘻哈# 门票呀 抽我抽我@吴易琪
 ,2017-09-28,梅花六丫,#水上有嘻哈#@刘琳娟2003
 ,2017-09-28,熹微lu,#水上有嘻哈# @Papi酱和霉霉的资深小迷妹  抽我啊，车票买好，就差门票了
 ,2017-09-28,笨鸟先飞chen,#水上有嘻哈#抽中我，好吗我要带女朋友去玩@小明啊哈t
 ,2017-09-28,笨鸟先飞chen,#水上有嘻哈#抽中我，好吗我要带女朋友去玩@一只快乐熊
 ,2017-09-28,笨鸟先飞chen,#水上有嘻哈#抽中我，好吗我要带女朋友去玩@啦啦异想世界
 ,2017-09-28,sukie很棒啦,想去 求抽中!#水上有嘻哈# @小小小佛爷-  @春秋航空
 ,2017-09-28,sukie很棒啦,疯狂装发#水上有嘻哈# @小小小佛爷-  @杨洋icon  #杨洋代言天天p图#
 ,2017-09-28,sukie很棒啦,春秋航空@春秋航空  @小小小佛爷-  #水上有嘻哈# 抽我吧
 ,2017-09-28,李乱乱yxs_,嗯嗯嗯
 ,2017-09-28,李乱乱yxs_,#水上有嘻哈#@香香香香君 嗯
 ,2017-09-28,漫夏流流年,凭啥你想晚点就晚点
 ,2017-09-28,HelloMeMi-,#水上有嘻哈# @专为敏敏打造的微博
 ,2017-09-28,我不是露露我是六个核桃ZL,#水上有嘻哈# @知世Lynne  @阿霖要努力  @糖果or巧克力  @木爽爽子  一起啊
 ,2017-09-28,熊子先生的橙小姐,#水上有嘻哈#@大家一块去旅行 夏天的尾巴～
 ,2017-09-28,小公举二点零,#水上有嘻哈# @何桌椅_
 ,2017-09-28,韦嘉晴,#水上有嘻哈#@啊星-WOO
 ,2017-09-28,sukie很棒啦,#今天抽  抓住最后转发一下# #水上有嘻哈# @小小小佛爷-  快到我口袋里来@杨洋icon
 ,2017-09-28,sukie很棒啦,@小小小佛爷-  #水上有嘻哈# #杨洋icon# #扑通扑通少女心# 转发
 ,2017-09-28,Uranuspices,#水上有嘻哈# 春航带你去长隆，必须支持希望抽到我 @银月幽若
 ,2017-09-28,Uranuspices,#水上有嘻哈# 春航带你去长隆，必须支持希望抽到我！ @银月幽若
 ,2017-09-28,TeYiu,#水上有嘻哈#@Ivy_朱G 我来了！
 ,2017-09-28,约德尔人诱捕器,#水上有嘻哈#@看光看景看灯塔  @念生哥哥呢  来玩啊
 ,2017-09-28,约德尔人诱捕器,@看光看景看灯塔  @念生哥哥呢  来玩啊
 ,2017-09-28,乖乖xiao小宝宝,@春分十里不如你1999   #水上有嘻哈# 国庆中秋黄金周，相约长隆水上乐园吧
 ,2017-09-28,逗你玩_SB,春节去广州的票什么时候能买啊？
 ,2017-09-28,七块钱LS,#水上有嘻哈# @面包超人打猪仔 想去
 ,2017-09-28,CQ慌张,#水上有嘻哈# @重庆杜秋
 ,2017-09-28,旋舞的风铃,#水上有嘻哈#国庆假期玩起来！
 ,2017-09-28,e笑的灿烂依旧,#水上有嘻哈#燥起来 @幸福猫喵喵喵
 ,2017-09-28,清智1988,#水上有嘻哈#嘻哈玩水听嘻哈，一起在水里躁起来@恒未赢够-浩
 ,2017-09-28,想给自己来个酷炫的名字儿,#水上有嘻哈# @木易yeah  浪起来
 ,2017-09-28,猫薄荷耐思,#水上有嘻哈# 想骗我买机票@XWL0712
 ,2017-09-28,Roy-cyw,@山山姆大叔
 ,2017-09-28,春秋航空,乘坐春航去长隆，国庆嗨起来！今天抽！ 
 ,2017-09-28,洣非儿,#水上有嘻哈#嘻哈玩水听嘻哈，一起在水里躁起来@奔跑到海豚身边
 ,2017-09-28,肉丸哥Ivy_朱G,#水上有嘻哈#试试手气！@TeYiu
 ,2017-09-28,我的昵称很长长长,#水上有嘻哈# @花粉荣耀
 ,2017-09-28,忘了我自己叫什么兰,#水上有嘻哈# @华才的韦博
 ,2017-09-28,扛把子来啦,#水上有嘻哈# 深夜搭上福利的末班车哈喽，抽我，你在害怕什么来啊，一起去浪啊！@丫头淑兰  @yy-瑜瑜果
 ,2017-09-28,梦为码,#水上有嘻哈# 十一小长假，嘻哈着过！@科技新一 @搭配师艾小米
 ,2017-09-28,华才的DD日常,#水上有嘻哈# @神圣小狼  我要
 ,2017-09-28,APP小王子,#水上有嘻哈# 十一小长假，我要过得很嘻哈！@啊冰彬
 ,2017-09-27,客极,#水上有嘻哈#一起嘻哈！@安卓工程师
 ,2017-09-27,我是大号我真的是大号,#水上有嘻哈# @伤痕、当酒窝  抽抽抽
 ,2017-09-27,东日不写诗,#水上有嘻哈# 注意啦，长隆有嘻哈，让我们一起在水里躁起来吧！@平平偏偏爱面条
 ,2017-09-27,伤痕和酒窝,#水上有嘻哈# @summer要早睡晚起  啦啦啦
 ,2017-09-27,double奈,#水上有嘻哈# @jcwayyan @colourful2017 @Jane-BOH
 ,2017-09-27,欲与君相知长命无绝,""","
 ,2017-09-27,啦啦啦de小天地,#水上有嘻哈#乘坐春航去长隆，玩水听嘻哈，国庆躁起来！@柠檬薄壳 @木有RP滴巨蟹座 @Q情绪怪
 ,2017-09-27,sukie很棒啦,大号转发太多  #水上有嘻哈# @小小小佛爷-  哈哈怕打扰别人看微博  转移阵地哈哈哈哈
 ,2017-09-27,sukie很棒啦,厉害了@小小小佛爷-  #水上有嘻哈#
 ,2017-09-27,sukie很棒啦,哇塞!#水上有嘻哈# @小小小佛爷-  抽15个不转不是人哦!
 ,2017-09-27,sukie很棒啦,@小小小佛爷-  #水上有嘻哈# 厉害罗转发的
 ,2017-09-27,荣誉米粉,#水上有嘻哈#嘻哈玩水听嘻哈，一起在水里躁起来吧！@波仔卢 @APP小王子 @白菜坑
 ,2017-09-27,爱遛狗的程序媛,#与国同庆，骄傲出发#十一小长假，一定要过得很嘻哈！国庆我要嗨，长隆来嘻哈！@爱搞机的小nv孩 @安徽大学汤进
 ,2017-09-27,一方传承,#水上有嘻哈#  相遇，相知，和你在一起，很开心，很幸福，让我生活在一片荣光之中！有人说，好的爱情让人进步，坏的爱情让人堕落，你确实是我前进的无限动力，停不下来！我负责挣钱养家，你负责貌美如花，我们在一起，每天都是520！十一，我要带你去长隆，嘻哈过国庆，求票！@啊冰彬 @加油Y晓悦
 ,2017-09-27,熹微lu,#水上有嘻哈# @Papi酱和霉霉的资深小迷妹
 ,2017-09-27,Czq-SWAG,#水上有嘻哈# @-WwenX 去去去
 ,2017-09-27,小白兔呀94白,#水上有嘻哈#一起来high！@夏夏薄荷凉
 ,2017-09-27,啊差不多废喵了,#水上有嘻哈# @有圆脸的小籽
 ,2017-09-27,远岚,#水上有嘻哈# @拾張紙 就是打算让娃泡泡水……
 ,2017-09-27,安吉的表哥,#水上有嘻哈#转发@追梦少年-Minguk @小羊属狼
 ,2017-09-27,天天实惠一精选内部优惠卷网,然而这并没有什么卵用
 ,2017-09-27,Hello_bh,@Yomove #水上有嘻哈# 将近一年没中奖了qvq
 ,2017-09-27,Lz-patient,回复@嘉婷是我呀:长隆门票低至130买一送一，需要私信
 ,2017-09-27,Lz-patient,回复@小佩子498:长隆水上乐园门票低至130买一送一，需要私信
 ,2017-09-27,Lz-patient,回复@fini75368:长隆门票低至130买一送一，需要私信
 ,2017-09-26,彡彡伐木,#水上有嘻哈# @春天的脑洞张小草  可以说是很巧了 机票我有，请给我票@广州长隆水上乐园 （wink～
 ,2017-09-26,啊差不多废喵了,#水上有嘻哈# @CMYPACE @青空小风扇
 ,2017-09-26,迷路的小小小小麋鹿,#水上有嘻哈# @AAAAnne要努力代购
 ,2017-09-26,LUKAYEE,#水上有嘻哈# @-省平 @不懂尼尼
 ,2017-09-26,LUKAYEE,@不懂尼尼 @-省平
 ,2017-09-26,colourful2017,#水上有嘻哈# @jcwayyan @椰紫月  @double奈
 ,2017-09-25,啊差不多废喵了,#水上有嘻哈#@CMYPACE @有圆脸的小籽
 ,2017-09-25,jcwayyan,#水上有嘻哈# @溶芝士 @最喜爱动漫 @double奈
 ,2017-09-25,王宝强前女友,#水上有嘻哈#想去@迷路的小小小小麋鹿 长隆水上乐园
 ,2017-09-25,柚西哒哒哒,#水上有嘻哈# 带我@吴w水晶
 ,2017-09-25,Cissy-5297,1号有要拼票的吗
 ,2017-09-25,狮子座的九亿少女的梦,#水上有嘻哈#  说这些@天美意官方微博 
 ,2017-09-25,狮子座的九亿少女的梦,#水上有嘻哈#  @小瑜Zhou   来吧 快活吧
 ,2017-09-25,大东家和喽喽猪,赞赞赞
 ,2017-09-25,椰紫月,#水上有嘻哈#  @溶芝士 @colourful2017 @Yolanda_Panqy
 ,2017-09-24,LadyMadonna-,正好国庆去广州，想要#水上有嘻哈#@麽麽欸
 ,2017-09-24,钻石般闪耀的鲫鱼,题#水上有嘻哈#@最美的星0
 ,2017-09-24,安拉苏苏,#水上有嘻哈#水上有嘻哈，乐园等你来@迈迈Y和M_952
 ,2017-09-24,安拉苏苏,#水上有嘻哈#长隆水上乐园好期待@文小霞520
 ,2017-09-24,溶芝士,#水上有嘻哈#  @double奈 @jcwayyan @colourful2017 
 ,2017-09-24,琝灏RICK,#水上有嘻哈# @杨柳岸-晓风残月-
 ,2017-09-24,喵-LAn,#水上有嘻哈# 国庆好想去 打call@伱_LAn
 ,2017-09-24,伱_LAn,#水上有嘻哈#  为长隆水上乐园疯狂打call@DnEn_児
 ,2017-09-24,有生之年·,回复@小佩子498:请你赐我一张机票吧    门票我自己买
 ,2017-09-24,小佩子498,我我我，机票已经订好！赐我一张门票吧@皮猪王
 ,2017-09-24,小银音,#水上有嘻哈# 长隆离我近哇(`)超级好玩哒@being我是好平台  @NING以泽柳寄涛声  @银色的天空呀
 ,2017-09-24,富_lingling,#水上有嘻哈# 求中奖，抽中我还可以不用包机票哦今天刚在造浪池泡了好多个小时@惠妹_要成长
"在正常率垫底的机场如何做到航班准点率全国第一？听听@春秋航空 董事长怎么说，干货满满
 对话|春秋董事长王煜：低成本航空的精髓是什么 ",2017-08-22,KyleCheung,回复@航旅圈:当然是私企搞得定，国企搞不定咯。
 ,2017-08-22,航旅圈,回复@KyleCheung:国企有什么不可能
 ,2017-08-20,可是珈的那个可,怎么好意思说 春秋都快成垃圾了 微博里全是差评  再买春秋就是傻子
 ,2017-08-16,KyleCheung,回复@航旅圈头条:您觉得可能吗？
 ,2017-08-16,航旅圈,春秋航空低成本文化的精髓是什么
 ,2017-08-16,航旅圈头条,回复@KyleCheung:另一种是懒得搞定
 ,2017-08-16,米开朗基德,赞一个~
 ,2017-08-15,春秋航空,我们会继续努力
 ,2017-08-15,微笑漫步者2015,看这位董事长的办公室和设备，就能知道什么样的人才是干事的人！
 ,2017-08-15,El_mundo,回复@Chlopp:没有困难要春秋人做什么
"感谢在喷漆厂房辛勤工作的同事们，第320架由空客A320系列飞机亚洲总装线完成总装的飞机已换上新衣！这架飞机将交付给我们的老朋友@春秋航空 
 ",2017-04-23,空中客车,回复@Ryanair_Airlines:波音多，可以理解春秋选738
 ,2017-04-23,哥伦比亚航空公司,回复@空中客车:日本jetstar 乐桃不都是320吗？
 ,2017-04-19,CRH380D-0444,春秋是清一色的A320+B737，再来一点E190就更吼了
 ,2017-04-19,大东家和喽喽猪,哇~买新飞机啦~
 ,2017-04-18,ZBAA阿泰,B-000W拍过
 ,2017-04-18,米开朗基德,哇哦~ 新飞机到底漂亮~
 ,2017-04-18,R5Quattro,恭喜春秋航空公司
 ,2017-04-17,xuyuebeijing,回复@Wangzki:谢谢
 ,2017-04-17,到处看东西,回复@鲨鳍小翼sharklet:直接卖了321neo，就不买现款增加型号了
 ,2017-04-17,江户川苛楠,回复@Line_Up:320机型！
 ,2017-04-16,空中客车,回复@小焕Andy:日本嘛
 ,2017-04-16,民航休闲小站,空客天津厂总装的第320架A320系列，即将交付给春秋航空，国内正式注册号：B-8581，生产序列号：7556
 ,2017-04-16,北極_樹,回复@小焕Andy:廉航使用同一机型维护成本较低 然而春秋为了开拓日本国内航线市场 购入了两架737
 ,2017-04-16,Andy37721,春秋是空客的铁粉儿，清一色A320
 ,2017-04-23,空中客车,回复@Ryanair_Airlines:波音多，可以理解春秋选738
 ,2017-04-17,到处看东西,回复@鲨鳍小翼sharklet:直接卖了321neo，就不买现款增加型号了
 ,2017-04-17,空中客车,回复@Line_Up:是
 ,2017-04-16,去HGH的路上,回复@GaGa_Vic颜:日本春秋航空现在是4架738
 ,2017-04-16,JAnkaiC,天津neo第一架给谁啊
 ,2017-04-17,nok诺克,说好的猴子涂装呢？
 ,2017-04-17,春秋航空,新飞机的光影真好看
 ,2017-04-17,空中客车,回复@Line_Up:是
 ,2017-04-17,一十八画书生,厉害
 ,2017-04-17,去HGH的路上,回复@GaGa_Vic颜:
 ,2017-04-17,北極_樹,回复@去HGH的路上:谢谢更新
 ,2017-04-17,Line_Up,国内就只有天津总装空客吧？
 ,2017-04-17,去HGH的路上,回复@空中客车:搞得人家ANA没买你家小妞是的
 ,2017-04-17,Wangzki,回复@xuyuebeijing:17. Sep 2015以后的都是186
 ,2017-04-17,xuyuebeijing,请问新交付的春秋320都是186座布局的吗？
"@春秋航空 到达兰州中川机场是在哪个航站楼呀
@甘肃省民航机场集团 牛肉面国际机场求解答


 扬州·扬州泰州机场 ",2017-03-30,大东家和喽喽猪,正好我也要问问~马上也要飞~客服们都好好，解答详细呢
 ,2017-03-29,ForPostgraduate,666
 ,2017-03-29,一十八画书生,吃牛肉面吃
 ,2017-03-29,小-怪兽打凹凸曼,宝宝也喜欢坐春秋么哈哈哈我觉得适合学生党，很酷
 ,2017-03-29,甘肃省民航机场集团,\/\/@春秋航空：牛肉面他答完了，那我来说说航站楼：兰州中川机场，春秋航空国内航班在T2，国际航班在T1\/\/@甘肃省民航机场集团: 牛肉面是可以帮你回答的啦～可是春秋航空到哪个航站楼哪个廊桥就得看你的航班号啦～ 如果你只是兰州中川国际机场中转的话，机场交通枢纽就有正宗的……
 ,2017-03-29,春秋航空,牛肉面他答完了，那我来说说航站楼：兰州中川机场，春秋航空国内航班在T2，国际航班在T1\/\/@甘肃省民航机场集团: 牛肉面是可以帮你回答的啦～可是春秋航空到哪个航站楼哪个廊桥就得看你的航班号啦～ 如果你只是兰州中川国际机场中转的话，机场交通枢纽就有正宗的马子禄牛肉面，价格公道味道棒棒
 ,2017-03-29,春航小叮铛,请提供您的订单号（六位英文字母），以便小叮铛为您具体解答！[呵呵]
 ,2017-03-29,甘肃省民航机场集团,牛肉面是可以帮你回答的啦～可是春秋航空到哪个航站楼哪个廊桥就得看你的航班号啦～ 如果你只是兰州中川国际机场中转的话，机场交通枢纽就有正宗的马子禄牛肉面，价格公道味道棒棒～如果是直接去市区的话，我想应该任何一家牛肉面味道都不错咧。
有人说，机场比婚礼的殿堂见证了更多真挚的吻；我说，我想载着美好幸福的你#为爱飞行#。3月30日，@春秋航空 携手@微博航空 及各家航司，一起为爱相约，不见不散！ ,2017-03-23,大东家和喽喽猪,哇~好赞~
 ,2017-03-23,hare-alin,就是少了另一半
 ,2017-03-23,春秋航空,回复@JeremyCheng30:您好，4月还有4班飞机，以后是否复飞不定哦
 ,2017-03-23,JeremyCheng30,问一下扬州至天津的航线还会飞吗？
 ,2017-03-22,Morpheus_Niki,我就想问 海报的主题是用的什么字体 好看！
 ,2017-03-22,Ariel-小鱼儿er,能找人吗
 ,2017-03-22,清风徐来水波不兴20,赐我一程到上海或者青岛的票吧。男朋友在烟台
 ,2017-03-22,如风勿恨,回复@破碎吧高脚杯:毕业去北航培训？好像他们在北京待一段时间之后回去郑州～
 ,2017-03-22,破碎吧高脚杯,回复@如风勿恨:吉祥挺好的，我春秋的，马上要成为学员了
 ,2017-03-22,如风勿恨,回复@橙Ccccccct:只要让我离家近，这都不叫事
 ,2017-03-23,JeremyCheng30,问一下扬州至天津的航线还会飞吗？
 ,2017-03-22,Morpheus_Niki,我就想问 海报的主题是用的什么字体 好看！
 ,2017-03-22,清风徐来水波不兴20,赐我一程到上海或者青岛的票吧。男朋友在烟台
【虹桥T1 A楼本周日全新启用】#出行提示#经过两年多改造，虹桥机场1号航站楼（T1）A楼将于3月26日全新启用。自26日零点起，在虹桥机场运营的@春秋航空 国内航班，以及其他航空公司的国际及地区航班将转至A楼运营，原先所在的B楼将进行封闭改造。建议搭乘出发航班的旅客在起飞前2小时抵达机场办理乘机手续，以免耽误行程。,2017-04-05,航旅直通车-上海机场,回复@盈盈-yolanda:你好，从上月26日起，原先在虹桥机场1号航站楼（T1)B楼运营的国际及地区航班，已全部转至全新启用的A楼。祝旅途愉快！
 ,2017-04-05,盈盈-yolanda,请问虹桥T1，香港航空现在是在A楼还是B楼？
 ,2017-03-23,航旅直通车-上海机场,@微博航空
 ,2017-03-22,大东家和喽喽猪,广而告之
 ,2017-03-21,航班管家,虹桥机场1号航站楼（T1）A楼将于3月26日全新启用。春秋航空上海虹桥机场进出港航班、东上航国际及地区航班将转至A楼运营。建议乘坐航班的旅客在起飞前2小时抵达机场办理乘机手续，以免耽误行程。
 ,2017-03-21,瞌睡的米粒,新的航站楼，服务和设施都会比旧航站楼有所提高，小期待一下，春秋的服务能力也是越来越强了哦
 ,2017-03-20,上海边检,#口岸动态速递# 改扩建后的虹桥机场1号航站楼A楼将于3月26日启用，边检区域旅客候检、通关环境得到了极大改善，人工检查通道将增加到34条，并将启用20条自助检查通道，出入境旅客通关将更加便捷。同时，经报公安部批准，自3月26日起，在上海虹桥机场口岸试行直接往返机组人员免办边检手续。
 ,2017-03-20,春秋航空,小编更关注的，是新航站楼有啥好吃的
 ,2017-03-20,大东家和喽喽猪,哇~新楼啦~
 ,2017-03-20,航旅直通车-上海机场,@上海发布 
#微博抽奖#好运气要记录，好运扩大，更大好运。 @春秋航空 谢谢～～ ,2017-03-18,春秋航空,帮你扩大！
"放点毒……欢迎来石家庄机场看美景
@石家庄国际机场 @春秋航空 石家庄·石家庄正定国际机场 ",2017-03-09,米开朗基德,照片不错~
 ,2017-02-25,请别找我悲观,你真会拍照
 ,2017-02-24,河北人身边事儿,
 ,2017-02-24,可儿KRQN,美
 ,2017-02-24,Beginner初学者9527,机场不允许拍照
 ,2017-02-24,A逞不完的强,你是怎么进去的。。。
 ,2017-02-24,石家庄国际机场,回复@航班管家:
 ,2017-02-24,航班管家,没想到@石家庄国际机场 这么美
 ,2017-02-24,春秋航空,美美美！早安，亲~
 ,2017-02-24,庄十三微视频,后面几张简直美爆了~！！
